epoch,loss,reward,steps
152.0,36.978664,88.03753157908525,999.0
153.0,81.69631,58.12890330184081,807.5
154.0,138.10838,80.45694663668321,856.9
155.0,170.64151,110.54739132413599,748.5
156.0,143.13608,112.9570603275996,867.0
157.0,72.61297,26.977026529706404,529.6
158.0,127.538345,135.57845234475283,784.7
159.0,73.21607,115.03725210379321,834.4
160.0,67.65292,92.66928980606902,838.3
161.0,216.54387,103.14984371569592,900.5
162.0,152.49292,94.95940155277523,809.6
163.0,136.01051,118.55746442357142,816.9
164.0,212.16156,106.17158480755589,804.8
165.0,135.57263,108.24819618300157,854.7
166.0,127.463104,119.3141487268158,902.4
167.0,141.58499,115.11543756406317,886.9
168.0,111.6359,85.40528442379365,768.3
169.0,60.33615,98.10633054611158,854.7
170.0,103.00751,115.10298017768517,838.4
171.0,35.907776,72.7914601238871,907.0
172.0,116.06388,99.0140382070023,797.2
173.0,191.54716,114.01046256392871,976.9
174.0,200.35477,120.72469438457009,758.8
175.0,155.56497,120.01587548280652,836.2
176.0,374.84442,150.47741506476808,732.4
177.0,124.46807,140.83039991998447,951.5
178.0,163.5058,161.57209660149243,791.4
179.0,140.66574,165.15601048241294,762.6
180.0,121.68079,135.92676517695207,887.4
181.0,104.23964,158.7497726733372,730.6
182.0,69.035065,126.14744435755192,864.8
183.0,105.063965,139.02254156822863,798.5
184.0,72.635735,150.6652341119322,884.1
185.0,113.006615,173.46187972547082,766.1
186.0,129.73041,168.19579502210115,793.5
187.0,257.3828,167.93383371050194,784.4
188.0,152.4855,171.36956903098624,871.4
189.0,92.738365,125.20003713884107,685.6
190.0,140.63895,187.0204092272545,518.2
191.0,138.52759,153.66288557183924,605.5
192.0,262.29663,152.95114350724003,796.6
193.0,232.59569,192.14171527672883,621.8
194.0,207.20831,209.98001216634947,601.2
195.0,159.30925,159.20004143241482,756.0
196.0,162.49434,193.5452709651273,686.7
197.0,136.99326,134.05404914319936,701.8
198.0,146.30089,161.38936967338867,816.0
199.0,104.98358,142.78096349901938,597.3
200.0,182.93602,151.3282183151876,811.5
201.0,85.99734,161.18721443800547,790.3
202.0,193.6662,161.35926370896777,724.1
203.0,126.5684,160.5087953813263,724.7
204.0,172.19,126.45361959558754,787.6
205.0,302.9477,136.1804024251151,935.4
206.0,108.64575,153.39480751939533,659.9
207.0,183.63591,161.96053087222953,696.1
208.0,284.2357,161.4771849138881,745.2
209.0,294.32214,142.3089366123529,573.5
210.0,134.98085,152.12565778143673,710.1
211.0,425.51535,127.0798243979788,494.2
212.0,205.7692,113.20797131545979,716.6
213.0,105.12476,129.76747270619248,578.0
214.0,140.75824,35.26749030990361,600.3
215.0,171.7138,147.82791490932306,801.5
216.0,240.0431,124.20012310976385,921.5
217.0,123.19588,160.7194507241186,591.0
218.0,225.25064,126.41816603232363,551.6
219.0,271.44223,146.84514741821087,538.5
220.0,183.19113,163.25146466611383,800.6
221.0,261.50412,128.82666009461445,493.8
222.0,260.0962,163.31351500422514,822.9
223.0,72.333496,187.50082542126916,615.7
224.0,207.96933,191.13444562015928,687.5
225.0,159.33421,151.53910630978444,781.4
226.0,97.13736,169.7027352618531,808.9
227.0,166.89378,156.81716192390215,943.1
228.0,191.5437,172.39140142216752,808.7
229.0,99.98787,158.23179803734735,723.9
230.0,117.19574,156.1274944557065,866.2
231.0,119.570694,177.34493039958454,601.2
232.0,240.69246,185.99419511620482,721.9
233.0,128.9702,171.9780006242128,877.3
234.0,90.6273,173.0792708513873,787.4
235.0,145.11514,150.37172787699942,855.9
236.0,238.61961,163.74184773169418,746.8
237.0,171.02151,193.3949702743843,706.0
238.0,214.22394,181.78438423346776,775.6
239.0,141.71991,150.3509779570352,633.6
240.0,185.65533,165.5404823946766,704.2
241.0,407.37262,162.71159248347945,846.1
242.0,224.10751,167.38514889847482,897.9
243.0,182.54697,172.3862321907534,774.2
244.0,208.37617,202.47772835558476,585.4
245.0,309.72244,163.3928379841386,805.1
246.0,135.0972,201.01226977070314,607.3
247.0,173.4477,173.49348402869992,798.2
248.0,215.17957,141.82247375484127,858.5
249.0,170.15724,163.98512287043187,856.3
250.0,154.07784,188.71371561960876,718.2
251.0,339.71786,189.80865085372807,671.4
252.0,170.65987,174.65463458948042,822.9
253.0,120.55198,154.31635760788268,715.0
254.0,145.93674,154.3845034391291,850.6
255.0,276.86365,156.19884771281974,805.9
256.0,118.11605,170.53597567961444,835.7
257.0,155.43636,193.9495671601093,718.1
258.0,99.07258,184.92643367085776,755.7
259.0,159.29814,140.89171774294294,920.0
260.0,97.17553,170.56993865949795,718.2
261.0,71.84296,127.98561636185987,782.9
262.0,115.95594,161.57166053947395,849.9
263.0,159.03152,149.77615403830617,797.5
264.0,74.063545,156.22696255930538,924.5
265.0,134.43436,161.95291852143208,902.2
266.0,236.22661,180.7120509243931,794.8
267.0,217.18768,157.87990792228467,912.5
268.0,145.29071,163.52494597584615,869.6
269.0,224.29834,189.23393120469473,756.8
270.0,125.78718,164.83233581504965,859.5
271.0,89.60132,150.1062560362574,999.0
272.0,104.030396,150.68724751181531,945.5
273.0,172.26427,152.24618256454363,925.1
274.0,138.21071,156.34994309899736,929.6
275.0,159.60143,175.15081611308162,846.1
276.0,125.210205,156.72647292012562,759.9
277.0,219.9381,139.8132133855906,802.1
278.0,123.426926,171.35017816448183,691.6
279.0,163.21893,137.80144729726928,847.6
280.0,74.84954,167.18601694885632,804.1
281.0,303.37473,156.9559387394911,731.2
282.0,293.22342,121.3258657354817,842.0
283.0,154.65631,157.33425994719394,854.7
284.0,203.62651,188.08976860458603,611.7
285.0,198.73201,147.6521948906805,852.5
286.0,177.4899,140.94670438008183,947.4
287.0,107.32898,183.73416713767398,703.6
288.0,141.83374,168.06991836673785,864.0
289.0,41.01276,159.0982793488095,867.0
290.0,79.01958,137.4737080542552,971.5
291.0,146.67822,168.49603626561372,747.9
292.0,207.65088,167.43654899402716,862.9
293.0,70.480995,148.94607899964572,797.0
294.0,107.67071,143.4937708778827,691.0
295.0,160.66893,160.51372834252953,646.0
296.0,172.82973,163.47699263130116,920.9
297.0,152.71162,144.88365378986225,866.8
298.0,168.42429,146.9775321880082,929.2
299.0,101.44661,152.5003180321298,923.9
300.0,112.07325,150.52468923088463,920.8
