epoch,loss,reward,steps
0.0,3024.8374,-151.97781451799625,73.4
1.0,1263.3696,-915.99694382018,123.5
2.0,10320.588,-778.2454262862642,136.0
3.0,7779.978,-563.1617827778169,122.2
4.0,6568.6543,-542.3475656295617,141.6
5.0,2884.8428,-333.77622852993517,139.2
6.0,4948.731,-237.11393340428768,119.2
7.0,2648.5693,-289.9135430505265,161.8
8.0,1229.4484,-152.49260759885323,162.3
9.0,2024.1161,-141.89837599109165,120.6
10.0,1690.4061,-172.5752639993871,157.6
11.0,1667.72,-160.26459887038385,133.5
12.0,1970.7568,-83.26305139937567,156.2
13.0,1210.8182,-93.03145020692398,158.8
14.0,1031.212,-75.08887588500673,128.5
15.0,192.61705,-73.11621763232435,157.7
16.0,418.6926,-332.2939393441431,112.5
17.0,6040.65,-192.63478460652203,131.6
18.0,3116.245,-165.77312543617109,181.5
19.0,1776.1123,-73.63561654000259,180.6
20.0,1000.29016,-205.15007461402857,122.5
21.0,781.2604,-139.0565027312799,262.5
22.0,1300.9536,-91.12551556084586,152.9
23.0,1322.6776,-50.94730474902987,374.5
24.0,561.7349,-71.58711592297928,271.6
25.0,531.4943,-80.0547905566231,426.9
26.0,692.2454,-147.48880932686066,244.7
27.0,1221.6621,-42.396946880310495,505.6
28.0,908.68115,7.059019520708107,892.1
29.0,474.2837,-76.85317434161341,708.2
30.0,209.6903,-69.65979741171027,974.6
31.0,122.833725,-45.73329332635825,855.8
32.0,189.98921,45.50812877275513,889.2
33.0,125.61195,99.98039592968661,881.0
34.0,132.44218,19.724528779207287,999.0
35.0,177.17361,43.764178607397604,971.0
36.0,56.01673,20.065501573171616,929.0
37.0,90.50397,1.438870975494958,836.7
38.0,63.055855,41.70242969657011,999.0
39.0,63.84461,45.424539731380385,999.0
40.0,46.653202,-20.798162664222883,999.0
41.0,32.47948,-30.297244700789502,999.0
42.0,39.47054,-37.12273532808139,999.0
43.0,34.90705,-77.86306209486864,999.0
44.0,45.801003,-39.58231481286238,999.0
45.0,54.58038,47.796868396094716,999.0
46.0,26.370798,-2.031453749185478,999.0
47.0,44.355957,59.52884530319268,996.7
48.0,27.368296,14.566925496695792,983.0
49.0,51.40806,-28.545542075542812,723.8
50.0,148.8143,33.70076141435825,898.9
51.0,84.99919,7.0026923824695215,792.6
52.0,155.19763,49.710460729484545,867.6
53.0,59.08817,32.17731331890967,904.1
54.0,98.62902,80.28395385276511,999.0
55.0,42.405685,81.19997316307318,934.0
56.0,35.842278,-12.979014293164084,659.4
57.0,143.78407,15.632459688220848,751.2
58.0,89.988785,49.9888275921003,801.1
59.0,55.775227,50.85478298643308,870.3
60.0,47.174862,54.04528499723008,889.5
61.0,97.24398,96.68618420126265,999.0
62.0,25.357523,66.08116913936328,913.9
63.0,70.062584,82.21127151944431,812.2
64.0,76.99416,63.709681912812265,837.7
65.0,194.68314,-53.69753702116641,817.3
66.0,82.771385,59.96834167323088,999.0
67.0,145.48727,2.424586748276446,999.0
68.0,72.14535,-46.30089132941776,999.0
69.0,14.879902,-9.904506649896607,995.5
70.0,25.150684,-23.15704452155912,999.0
71.0,61.686813,-3.3310125001942126,858.8
72.0,101.41055,-16.0391710037322,847.1
73.0,123.84744,18.315645885823507,999.0
74.0,100.76941,-1.4288067342315638,885.0
75.0,146.30931,-2.629670878587349,873.0
76.0,169.94872,76.24224598189342,962.8
77.0,74.612976,16.03930062867542,793.7
78.0,35.290268,68.89748885828422,969.7
79.0,107.00154,38.05519148501296,798.0
80.0,102.33856,69.57958527649215,915.7
81.0,66.99499,61.474030864206654,870.3
