epoch,loss,reward,rnd_loss,steps
1.0,3570.228,-125.80773555857154,nan,72.8
2.0,1399.0883,-212.49530263695596,nan,85.2
3.0,4150.2485,-283.1174744098075,nan,107.6
4.0,5545.6616,-328.4778967557947,nan,84.0
5.0,3419.4646,-395.7668144139567,nan,110.8
6.0,4100.9062,-277.14968211202006,nan,115.4
7.0,3996.9338,-312.1216006248824,nan,142.8
8.0,2745.6975,-292.2550118484034,nan,127.2
9.0,2166.1445,-218.8003726428355,nan,122.6
10.0,2525.96,-272.9757850256922,nan,127.6
11.0,1769.3734,-180.17139181103164,nan,131.4
12.0,1195.3254,-197.2290122224838,nan,135.6
13.0,1352.2068,-276.17074644934297,nan,188.6
14.0,974.24304,-227.3313316717772,nan,182.6
15.0,1181.6125,-123.26058340831378,nan,131.0
16.0,726.9212,-105.57118504860932,nan,103.2
17.0,510.35797,-129.0556884705128,nan,178.6
18.0,541.217,-492.90759301252785,nan,403.8
19.0,1077.5048,-217.57328943545522,nan,414.4
20.0,584.1831,-200.71036628028293,nan,448.8
21.0,332.38733,-146.59348752960545,nan,523.8
22.0,207.37732,-134.04021590014116,nan,424.0
23.0,185.87566,-111.40006330496033,nan,369.2
24.0,204.31331,-109.87783819215785,nan,934.8
25.0,148.79254,-82.86688635165885,nan,935.6
26.0,133.876,-31.702010071214357,nan,999.0
27.0,116.301865,-71.07661867394965,nan,943.4
28.0,96.48498,-36.88079307544622,nan,999.0
29.0,42.404194,-32.77153686850919,nan,999.0
30.0,47.099472,-33.92553774767473,nan,999.0
31.0,38.62079,-40.922741101809464,nan,999.0
32.0,75.518135,-64.3784311612505,nan,999.0
33.0,45.13127,-72.89713964195876,nan,969.8
34.0,51.71621,-132.49121766082544,nan,842.4
35.0,58.546394,-126.1300632385693,nan,731.8
36.0,127.36844,-36.59373355585974,nan,999.0
37.0,67.536995,-60.90681267663118,nan,999.0
38.0,40.998653,-52.73932560967701,nan,999.0
39.0,23.81949,-100.80687774420618,nan,999.0
40.0,38.03693,-128.23141608097347,nan,994.4
41.0,30.016514,-78.21247899879745,nan,999.0
42.0,30.89711,-72.96022649342088,nan,999.0
43.0,25.920153,-51.0700052127695,nan,999.0
44.0,23.113777,-45.45809806011661,nan,999.0
45.0,34.93962,-18.322935388673592,nan,999.0
46.0,18.672935,-12.354107920954785,nan,999.0
47.0,18.938908,-26.073038367768582,nan,999.0
48.0,15.126213,-41.14142312021012,nan,999.0
49.0,23.65521,-80.03999652089007,nan,999.0
50.0,33.21458,-73.4096674627631,nan,999.0
51.0,15.39948,-44.155681636863434,nan,999.0
52.0,8.008214,-40.39530906228383,nan,999.0
53.0,14.159325,-35.040917489095705,nan,999.0
54.0,15.7911825,-33.81904327893548,nan,999.0
55.0,8.608968,-67.20194189406125,nan,904.0
56.0,99.92059,-38.40651556715043,nan,999.0
57.0,89.232994,-202.4179820320948,nan,893.4
