epoch,loss,reward,rnd_loss,steps
1.0,1367.3242,-105.630935391207,0.005676773842424154,77.2
2.0,560.0836,-59.6022311037607,0.002719620708376169,1291.6
3.0,47.323658,-83.45100938152751,0.00110759143717587,671.4
4.0,142.87646,-86.42368516909588,0.0007323152385652065,675.6
5.0,127.50043,-73.37028146577173,0.0006216950714588165,983.8
6.0,47.287754,-97.14149699316604,0.0003014548565261066,376.0
7.0,53.010193,-53.90982005893053,0.00032180268317461014,1599.0
8.0,64.19003,-91.92295998102857,0.00033300751238130033,996.0
9.0,43.44933,-115.51634682069644,0.0002839038788806647,98.4
10.0,614.7205,-128.5892160501616,0.00043556559830904007,296.8
11.0,741.38257,-156.15170452811637,0.0003138104220852256,755.8
12.0,432.57553,-149.19387272799318,0.0002415691560599953,581.4
13.0,573.0879,-167.62863735216303,0.0003447006456553936,864.8
14.0,433.1856,-136.10603336013688,0.00025609778822399676,696.6
15.0,153.11655,-155.2912800277951,0.00015362548583652824,986.8
16.0,335.2706,-180.32944104042363,0.0001999623782467097,1013.6
17.0,235.40474,-136.38239679455165,0.00015213998267427087,1232.6
18.0,192.07971,-135.3845795763445,0.00018592210835777223,984.4
19.0,134.76588,-113.23974655466304,0.00018289221043232828,1330.0
20.0,9.060897,-93.78985933262479,0.00014210421068128198,1599.0
21.0,27.752588,-91.69676164706452,0.00011003518011420965,1599.0
22.0,1.0988336,-84.27641185421831,8.575696119805798e-05,1599.0
23.0,1.3618376,-83.93332628442113,7.489735435228795e-05,1345.6
24.0,0.60597634,-53.59742315780015,5.688107557944022e-05,1599.0
25.0,0.6501969,-63.41129462559201,7.689720951020718e-05,1318.2
26.0,0.6017147,-52.0281194993229,9.139301982941106e-05,1599.0
27.0,24.318502,-48.25883962624561,0.00010909483535215259,1599.0
28.0,0.66811115,-38.48258697294951,7.609481690451503e-05,1599.0
29.0,0.63106734,-33.15798699755318,7.610907050548121e-05,1599.0
30.0,10.934151,-34.14240869178218,8.161720325006172e-05,1599.0
31.0,0.8355669,-39.93403046711178,6.55053518130444e-05,1599.0
32.0,6.8971043,-47.871666472297036,7.358604489127174e-05,1599.0
33.0,15.26133,-57.86050024187382,9.170953853754327e-05,1599.0
34.0,26.40514,-75.79165229766815,9.723282710183412e-05,983.2
35.0,12.28708,-65.47523795041823,8.879876259015873e-05,1599.0
36.0,34.210567,-96.58435313254829,0.00012811813212465495,381.2
37.0,43.566757,-66.0124394579855,0.00012167129898443818,1295.0
38.0,37.022114,-58.288795983203954,0.0001098217471735552,1599.0
39.0,23.223461,-50.90173518283214,9.338832751382142e-05,1599.0
40.0,4.2301054,-58.271515430826774,8.877950313035399e-05,1599.0
41.0,0.42226315,-68.05283852704459,8.048858580878004e-05,1288.6
42.0,0.6391637,-46.7494400066616,0.0001026087993523106,1599.0
43.0,0.54619163,-63.245697793602815,7.924243982415646e-05,1337.4
44.0,4.2431054,-40.60247441977772,9.440771100344136e-05,1599.0
45.0,0.7245394,-36.73865552430118,7.468420517398044e-05,1599.0
46.0,0.3611054,-53.728173646265645,7.194041245384142e-05,1288.4
47.0,8.123701,-55.65956587679409,8.05740783107467e-05,1295.2
48.0,35.19527,-38.71663414427412,0.00010604195267660543,1599.0
49.0,8.824146,-46.97194504070061,7.02152174199e-05,1294.4
50.0,18.974543,-47.133770662809546,5.3336894779931754e-05,1289.8
51.0,7.167777,-58.33302844699515,4.4861288188258186e-05,1293.4
52.0,1.0017325,-59.54237005157658,8.005207928363234e-05,1289.0
53.0,9.991322,-45.206631972053756,9.776314254850149e-05,1599.0
54.0,58.02674,-100.18944521155376,0.00011431956954766065,405.0
55.0,25.144207,-61.09950512063682,0.00010793699766509235,1290.2
56.0,26.03653,-56.373378157049025,0.00011087023449363187,1300.4
57.0,11.818674,-35.19294807460039,0.00010674384247977287,1599.0
58.0,36.244125,-37.8542625754676,0.00011241825995966792,1599.0
59.0,14.306985,-28.618325313876362,0.00011239855666644871,1599.0
60.0,32.75767,-50.11388644676264,9.651818982092664e-05,1298.8
61.0,22.05841,-29.820131337496697,9.61522018769756e-05,1599.0
62.0,42.434654,-18.157410693649126,0.00010434794967295602,1599.0
63.0,2.490855,-31.579388849555606,8.897763473214582e-05,1289.6
64.0,0.93699306,-8.412613149204972,7.706613541813567e-05,1599.0
65.0,1.1798344,-23.2103457809709,6.651271542068571e-05,1289.8
66.0,6.243284,16.793580184946798,8.129581692628562e-05,1599.0
67.0,7.574137,17.697027782026954,8.545235323254019e-05,1599.0
68.0,3.5496266,33.545985328534606,8.061728294705972e-05,1599.0
69.0,10.212313,21.45276745160784,7.909457053756341e-05,1599.0
70.0,18.256178,-22.494226349475504,7.577545329695567e-05,981.0
71.0,21.713305,49.17156113771152,8.472435001749545e-05,1599.0
72.0,31.232756,-9.709747845437539,7.620426185894758e-05,1267.6
73.0,26.14361,-46.58082166721225,8.4811428678222e-05,1078.4
74.0,91.41263,35.050502295356104,7.571102469228208e-05,1551.8
75.0,55.03282,-40.14252673901145,6.682860112050548e-05,915.4
76.0,110.765816,-28.955670330563162,0.00010634582577040419,1043.8
77.0,48.96771,-75.8669949121439,7.355864363489673e-05,809.2
78.0,204.42796,-22.85727891028198,0.000102112942840904,1418.2
79.0,98.388794,-5.0143919490907365,7.13486660970375e-05,1147.4
80.0,71.25013,54.421977779272005,6.713403126923367e-05,1599.0
81.0,12.421178,30.037880248449063,6.37293778709136e-05,1292.0
82.0,26.723358,3.0637767660269133,5.323760706232861e-05,1077.8
83.0,27.24748,33.899132826014885,4.7905719839036465e-05,1294.6
84.0,16.401508,58.85556011336685,4.812282350030728e-05,1599.0
85.0,20.91943,77.94275918914369,6.753563502570614e-05,1599.0
86.0,11.77655,42.207253041251896,5.498715108842589e-05,1290.2
87.0,1.9381012,77.77011760227735,3.704879418364726e-05,1599.0
88.0,2.2921727,86.45663324387442,3.402775473659858e-05,1599.0
89.0,2.530372,102.65031613059855,4.1483621316729113e-05,1599.0
90.0,13.667622,96.53661367788482,4.4945474655833095e-05,1599.0
91.0,6.809416,-33.43584166994149,3.167590330122039e-05,1304.6
92.0,12.750898,30.925150150538656,4.985184932593256e-05,1599.0
93.0,1.2544861,2.8296679978296737,4.616981095750816e-05,1321.2
94.0,11.430398,37.84007701008916,4.209264807286672e-05,1599.0
95.0,2.2885106,42.009141414771435,3.836707037407905e-05,1599.0
96.0,2.1888514,-43.82632923683373,3.014701542269904e-05,719.0
97.0,12.311991,37.440456490796905,4.038506085635163e-05,1599.0
98.0,49.995556,11.054090984206654,4.266192627255805e-05,1289.4
99.0,5.262622,-31.038840974223046,3.822028520517051e-05,984.8
100.0,10.022144,11.641862971238245,4.713736052508466e-05,1289.2
101.0,7.7101846,10.997309047631328,4.5909855543868616e-05,1302.6
102.0,2.2230208,12.084082654823458,2.9606428142869845e-05,1289.2
103.0,1.9309357,50.20995000491458,3.613925582612865e-05,1599.0
104.0,14.029215,5.839725181680366,3.3047370379790664e-05,1288.8
105.0,2.702797,2.2616544587073415,3.526761429384351e-05,1599.0
106.0,0.7983235,18.12967414065198,3.5173063224647194e-05,1599.0
107.0,1.0316942,-0.3128418352579743,3.4275890357093886e-05,1298.8
108.0,7.8081985,6.584738528760132,3.681034650071524e-05,1295.6
109.0,20.597105,-57.44311469535031,3.691941310535185e-05,693.2
110.0,39.908726,13.275481189493831,7.031387212919071e-05,1293.2
111.0,38.08256,58.97279452311989,4.529322905000299e-05,1599.0
112.0,11.507347,-90.3877608281659,3.1536856113234535e-05,1599.0
113.0,8.841663,-85.23134443408846,0.00016976323968265206,1599.0
114.0,4.705022,-89.0663240967237,0.00015621115744579583,1292.6
115.0,2.834102,-62.684568533786525,0.00013791183300781995,1599.0
116.0,27.91359,-59.17961793701217,0.00013681661221198738,1599.0
117.0,3.2630458,-21.994300701746027,0.00012786495790351182,1599.0
118.0,2.154239,-37.99198734054693,0.00013062174548394978,1443.0
119.0,8.160152,6.011976320595061,0.00012517716095317155,1527.6
120.0,3.216948,38.96245852200461,0.00011862716928590089,1599.0
121.0,5.1904025,64.3957487828606,0.00010389969975221902,1599.0
122.0,8.171362,54.58157048312599,8.87638088897802e-05,1599.0
123.0,17.4484,60.576016819306616,7.754668331472203e-05,1363.0
124.0,68.96396,68.89768838548886,7.776128768455237e-05,1331.6
125.0,104.82838,66.83023496212626,8.80124352988787e-05,1522.6
126.0,35.628094,116.68953948499147,6.163305079098791e-05,1599.0
127.0,16.006826,91.38536439548982,5.6384211347904056e-05,1476.8
128.0,15.761266,50.08931181993135,4.661324783228338e-05,1098.4
129.0,30.911684,128.87512797786638,4.3645202822517604e-05,1542.2
130.0,17.670563,93.92202035834869,3.067690704483539e-05,1322.2
131.0,33.07402,101.7788229337932,3.170691343257204e-05,1341.2
132.0,15.52456,133.17548930289337,2.973243681481108e-05,1382.4
133.0,46.154537,125.63397310366149,3.144389120279811e-05,1384.0
134.0,43.461983,70.59862458142625,3.896325142704882e-05,1296.0
135.0,32.509903,121.5187889631377,3.823456427198835e-05,1599.0
136.0,15.865211,80.66209564127846,3.219642530893907e-05,1292.0
137.0,4.969613,131.94516265716425,2.7139405574416742e-05,1565.4
138.0,19.91261,140.3691821399747,2.474619213899132e-05,1429.6
139.0,64.02016,157.02870042123067,4.276219624443911e-05,1522.0
140.0,46.36157,123.12284153233227,2.8782844310626388e-05,1357.6
141.0,51.556473,152.61010393892187,3.4671487810555845e-05,1599.0
142.0,50.188267,113.94319793515953,3.674740582937375e-05,1355.6
143.0,120.108475,184.44637145475718,3.103262497461401e-05,1599.0
144.0,62.155437,121.96273923890726,4.4414093281375244e-05,1298.2
145.0,36.179497,5.561638363197675,1.9243936549173668e-05,1599.0
146.0,11.411485,0.7367775717703523,8.935615187510848e-05,1290.4
147.0,21.047884,1.2954258563645837,6.727063009748235e-05,1361.6
148.0,3.3506563,23.453891366150444,6.959170423215255e-05,1481.0
149.0,15.786505,-17.00340711170614,5.4260359320323914e-05,1314.4
150.0,112.61393,-13.918436509578646,3.5054865293204784e-05,1599.0
151.0,2.3840609,-160.18823157530775,5.042951670475304e-05,1025.4
152.0,71.70902,-142.5014229134804,9.734987543197349e-05,1599.0
153.0,108.82589,-128.82505822614638,9.069384395843372e-05,1599.0
154.0,3.331204,-123.50282222562385,6.5752406953834e-05,1599.0
155.0,12.730808,-124.46586975361797,5.2940158639103174e-05,1599.0
156.0,1.6890128,-124.48562667942153,4.740838267025538e-05,1599.0
157.0,1.3254986,-115.53980174833669,3.853152520605363e-05,1323.6
158.0,1.2736582,-138.70873539941365,3.7567337130894884e-05,1530.6
159.0,1.1068059,-118.3456478998285,2.9120232284185477e-05,1599.0
160.0,9.693209,-122.58655054161481,2.2118902052170597e-05,1458.0
161.0,0.9592242,-109.17268240115204,2.2740281565347686e-05,1599.0
162.0,0.8020096,-98.33564472921343,1.9320466890349053e-05,1599.0
163.0,15.666257,-89.77323452357548,1.759629594744183e-05,1599.0
164.0,0.8343802,-87.25286454963296,1.627862911846023e-05,1599.0
165.0,0.7484446,-76.96600405934744,1.6086294635897502e-05,1599.0
166.0,0.85995823,-50.490531587256704,1.8903858290286735e-05,1599.0
167.0,8.025606,-95.45566573275983,2.845663584594149e-05,976.6
168.0,11.392623,-83.41237085674045,2.8072645363863558e-05,1599.0
169.0,35.7183,-81.09410466067587,3.195586032234132e-05,1599.0
170.0,27.541195,-98.35050368242234,4.183781857136637e-05,1165.8
171.0,13.805088,-90.69367259556748,4.6075954742264e-05,1515.0
172.0,24.115088,-79.22721579552724,5.021317701903172e-05,1306.0
173.0,20.275469,-83.07458569971439,3.072407707804814e-05,1599.0
174.0,16.282053,-78.690596274514,2.937739554909058e-05,1343.6
175.0,14.055114,-58.87330826277082,2.874006167985499e-05,1599.0
176.0,11.869452,-63.20358943768277,3.0187524316716008e-05,1599.0
177.0,5.6474705,-72.02064956234904,3.321049371152185e-05,1295.2
178.0,3.830817,-51.65378748457889,3.5501634556567296e-05,1599.0
179.0,28.314701,-84.63645631415748,2.7810076062451117e-05,1031.6
180.0,118.40942,-113.49709687651762,3.305550853838213e-05,414.4
181.0,16.109255,-71.64191103796068,2.7847780074807815e-05,1294.4
182.0,38.526672,-61.54230120918129,3.6492561775958166e-05,986.6
183.0,37.730495,-62.16810923201418,3.5038177884416655e-05,1061.0
184.0,35.304073,-29.70571468725779,3.75743220502045e-05,1289.8
185.0,35.4063,3.593851135522857,3.257480057072826e-05,1599.0
186.0,17.474932,5.14731419563506,2.6770389013108797e-05,1599.0
187.0,6.8925314,17.047651324173835,2.9899010769440793e-05,1599.0
188.0,15.858439,6.262657402431012,3.541941987350583e-05,1509.8
189.0,6.824092,14.13728983390402,3.920753806596622e-05,1536.2
190.0,24.209467,-36.15079525681967,4.4661570427706465e-05,990.0
191.0,8.52094,-32.84517212985685,3.779079270316288e-05,1267.0
192.0,38.730114,-26.05525362275705,5.528618930839002e-05,1237.0
193.0,33.082108,-26.432727715679597,6.267867865972221e-05,1119.0
194.0,25.444532,32.92910482404089,5.103573857923038e-05,1599.0
195.0,6.196615,37.396505284997176,3.778858081204817e-05,1599.0
196.0,6.734124,48.05864129206786,2.749359373410698e-05,1599.0
197.0,2.3622527,48.89040022525755,3.492541145533323e-05,1599.0
198.0,1.9508722,-18.315494357441345,4.032060314784758e-05,1002.0
199.0,2.2365675,75.27832180122365,3.9327052945736796e-05,1599.0
200.0,1.7630583,85.16602575782314,3.73127477359958e-05,1599.0
