epoch,loss,reward,steps
154.0,43.0326,70.56215502387383,706.4
155.0,71.85552,105.15481115837963,797.3
156.0,37.0886,46.4076837791327,621.6
157.0,48.003365,109.50917995749948,769.4
158.0,54.95787,157.47365204205806,907.2
159.0,102.41486,132.69574024148,839.5
160.0,46.411045,54.43655641826522,623.4
161.0,115.66736,48.39950181189259,677.3
162.0,95.96428,50.42013669228108,692.1
163.0,72.34402,40.90884996480055,729.6
164.0,70.42552,120.22823405549278,919.8
165.0,95.49568,158.016115574684,982.6
166.0,93.19634,156.7594542866228,940.7
167.0,42.92768,182.0372229261596,996.7
168.0,150.24988,110.66112321438432,830.8
169.0,49.760296,125.11052376526989,812.0
170.0,98.91979,190.31536785824312,999.0
171.0,25.835743,199.74785826721703,999.0
172.0,23.679651,162.09148052696014,901.6
173.0,17.57541,189.8010859323468,999.0
174.0,13.81083,190.75128137347136,999.0
175.0,9.867214,173.88999982123283,999.0
176.0,11.993395,184.80095390484425,999.0
177.0,10.010433,90.41197317585615,927.2
178.0,10.285961,141.97561515522435,999.0
179.0,11.235882,139.69580476283386,964.7
180.0,18.319672,159.6551275915984,999.0
181.0,58.581646,159.74002767019013,909.1
182.0,32.882877,144.01535496818184,875.5
183.0,27.498995,163.73351712900762,941.2
184.0,18.383854,152.92350276574908,868.8
185.0,33.754112,181.0177445077324,923.1
186.0,42.29249,114.03557767434225,856.3
187.0,107.4087,115.41456975412709,773.8
188.0,102.46532,149.6972968411832,860.0
189.0,89.79769,191.00265063305477,979.3
190.0,48.153183,144.76188708230845,821.0
191.0,39.574722,136.96090042473435,829.5
192.0,52.963425,207.6627609460284,999.0
193.0,14.421166,171.85666066881032,932.4
194.0,10.243732,194.35269413573232,965.2
195.0,29.62479,230.16756305825092,999.0
196.0,27.31932,232.65182778656268,999.0
197.0,45.701015,229.58991617641408,999.0
198.0,22.97053,231.12491610410757,999.0
199.0,27.889326,234.28762321122076,999.0
200.0,39.600098,192.1717711971865,915.9
201.0,16.61132,220.44536112634802,999.0
202.0,12.783116,182.5632916255994,913.3
203.0,11.2301445,218.4842611589594,999.0
204.0,11.787253,142.74947995821753,857.5
205.0,10.839512,179.35360276001296,895.9
206.0,25.129993,167.89242586193453,942.0
207.0,32.214455,186.70177369315076,931.4
208.0,19.614391,184.28788602471303,953.7
209.0,24.981264,184.81924187175053,945.3
210.0,56.177048,183.38133362249567,956.7
211.0,73.83225,187.25929817778749,916.9
212.0,80.070915,170.07484057431483,939.9
213.0,53.98574,215.40529540979955,999.0
214.0,87.984474,127.89069091285096,864.8
215.0,84.13531,132.2376971514266,815.0
216.0,58.08506,36.735968382138694,609.3
217.0,27.433102,122.95616426301278,808.9
218.0,137.01903,129.5816948133144,781.0
219.0,69.12595,189.51750302168114,916.9
220.0,99.24538,121.5587786519072,748.4
221.0,79.91779,66.55072887651163,706.9
222.0,59.476723,82.90536090591597,698.9
223.0,26.639565,80.52435427469287,744.4
224.0,219.5769,78.586207516205,715.3
225.0,84.64556,153.48221774974022,944.4
226.0,128.47626,166.2437030890877,924.6
227.0,27.06316,173.47225731937547,903.9
228.0,62.060234,191.39258964964398,999.0
229.0,74.06624,85.18973872521873,727.3
230.0,92.30166,96.57115163445033,711.4
231.0,15.7303295,212.8401669121303,999.0
232.0,16.942461,111.70979231370754,733.8
233.0,76.20483,180.85265004611216,897.2
234.0,22.171255,130.2813628194341,780.4
235.0,83.17632,113.30045857730916,740.4
236.0,129.00215,-5.34363570483144,455.1
237.0,52.882782,102.1034279588047,762.9
238.0,51.32058,82.92977987843108,714.4
239.0,122.355545,158.76575323557043,860.7
240.0,62.79248,128.73250544758696,779.5
241.0,100.754135,87.09896569378597,645.7
242.0,49.872982,82.40608540107914,742.5
243.0,86.16729,113.31603240082525,828.2
244.0,83.2076,74.74140739615356,719.1
245.0,40.645264,108.57244619406283,836.7
246.0,7.534299,114.95499298537152,818.1
247.0,30.289083,122.40061387907038,817.7
248.0,84.49233,181.07593835065535,999.0
249.0,97.33331,157.16426159558108,906.0
250.0,78.37508,117.61914053835653,812.1
251.0,43.55749,156.99667240819127,952.2
252.0,16.906084,169.2913212037917,999.0
253.0,51.837692,167.33565027298275,999.0
254.0,29.201319,82.19701442159216,727.5
255.0,69.978035,184.87594302655037,999.0
256.0,89.048,120.27099031598337,816.7
257.0,39.852665,65.03704902868745,660.4
258.0,45.908905,154.57060197332362,974.6
259.0,24.215063,185.28671550752838,999.0
260.0,37.71584,158.96456999494072,908.5
261.0,31.9114,115.44520967900728,731.7
262.0,47.230618,178.25814064115448,937.2
263.0,43.760895,208.14942625710836,999.0
264.0,39.251,154.77512196402154,820.1
265.0,61.45955,121.66172992607986,806.9
266.0,26.378693,123.4205115264695,785.3
267.0,35.84728,177.08355230746014,907.7
268.0,36.51488,68.04979460352743,637.6
269.0,31.20585,155.52203343606223,910.1
270.0,10.996942,126.53879866501427,818.3
271.0,37.614483,174.78077157859667,910.7
272.0,56.1819,179.27636727686888,907.5
273.0,44.10335,110.62141789550158,725.5
274.0,20.070974,119.45050318467665,793.3
275.0,11.224401,233.1719854052862,999.0
276.0,37.74432,193.24602604685583,906.1
277.0,12.6863575,182.73628048272417,931.7
278.0,20.10157,238.39532671306375,999.0
279.0,29.044233,237.37956216647407,999.0
280.0,21.1466,223.48698100457335,993.6
281.0,12.353758,220.37689379327327,999.0
282.0,41.55039,139.77420439535663,855.8
283.0,42.99865,152.7792921522917,901.2
284.0,50.322067,128.8917806334441,885.9
285.0,49.04989,189.3653674860291,969.7
286.0,49.367657,30.72168998068978,676.6
287.0,49.401947,102.12827793106605,716.7
288.0,23.653778,200.96620541352883,999.0
289.0,23.259792,133.56958722474658,821.8
290.0,30.786703,158.14627352303904,925.2
291.0,24.359987,213.1516890016503,999.0
292.0,16.723995,200.89629240415334,999.0
293.0,19.236122,220.64014447193964,999.0
294.0,14.910677,232.666581105627,999.0
295.0,41.104286,230.34220386412,999.0
296.0,15.258257,240.09965569067285,999.0
297.0,15.510189,202.94422557119887,999.0
298.0,28.24721,178.21859304923188,922.1
299.0,31.840088,196.85545875229212,999.0
