epoch,loss,reward,rnd_loss,steps
epoch,loss,reward,rnd_loss,steps
1.0,2490.9375,-162.63952815524735,nan,69.6
2.0,1015.02576,-197.3428310813662,nan,81.8
3.0,1120.3049,-145.87898639997726,nan,70.4
4.0,1164.4122,-147.27926433050447,nan,72.8
5.0,1244.7502,-173.19169153190873,nan,84.0
6.0,1876.6027,-105.32384488205992,nan,77.2
7.0,1029.8237,-184.57516703392213,nan,87.8
8.0,1735.3284,-187.78195527063932,nan,117.2
9.0,1269.784,-170.46303851313246,nan,122.6
10.0,1338.475,-154.33121016907498,nan,120.0
11.0,1285.2618,-165.32215145802328,nan,158.6
12.0,1699.29,-103.38068387941026,nan,196.8
13.0,1177.0901,-73.09287040688328,nan,155.2
14.0,664.3456,-153.40427962639242,nan,143.6
15.0,645.33984,-145.44974848642477,nan,311.6
16.0,562.54224,-212.93954341510852,nan,388.6
17.0,845.7567,-89.5457322812759,nan,385.8
18.0,329.90555,-49.773456660709215,nan,353.6
19.0,308.0873,122.1216486390606,nan,558.8
20.0,417.19232,-43.086639526699784,nan,999.0
21.0,91.9214,-62.57893948462048,nan,995.0
22.0,68.52992,-92.92428038869215,nan,999.0
23.0,71.40754,-137.5214543492749,nan,999.0
24.0,60.87554,-80.55370357168366,nan,981.0
25.0,60.62364,-59.31982155056015,nan,999.0
26.0,58.91036,-109.02099417923944,nan,996.8
27.0,52.72772,-62.7908756744481,nan,999.0
28.0,41.352234,-62.949595370399166,nan,999.0
29.0,41.443005,-76.71878598037365,nan,999.0
30.0,23.297478,-33.4142556451051,nan,999.0
31.0,19.725216,-39.61248214220949,nan,999.0
32.0,45.94881,-13.136159680782237,nan,999.0
33.0,34.245373,-11.72284211134209,nan,999.0
34.0,35.638344,-20.032084386852233,nan,999.0
35.0,31.649168,-35.86351084549628,nan,999.0
36.0,12.954063,-105.09704851596015,nan,999.0
37.0,19.634893,-55.19501907373001,nan,999.0
38.0,10.461175,-22.417297781308818,nan,999.0
39.0,10.636519,-27.036731687745892,nan,999.0
40.0,12.542197,-43.97265906593748,nan,999.0
41.0,12.603644,-74.5631961610806,nan,912.8
42.0,72.376305,-20.518250178181603,nan,999.0
43.0,82.1234,-25.019049855773716,nan,999.0
44.0,37.77366,24.45753037632259,nan,999.0
45.0,39.3796,-14.477389295535692,nan,999.0
46.0,50.643314,-1.715496114111054,nan,999.0
47.0,18.36624,-16.51755890964972,nan,999.0
48.0,23.934422,-32.97332721578708,nan,999.0
49.0,82.967125,13.077102620361023,nan,999.0
50.0,14.200638,-36.05260571580267,nan,999.0
51.0,10.617544,-26.409899536234366,nan,999.0
52.0,93.21769,-46.202914675512275,nan,999.0
53.0,59.156006,-51.48218665631377,nan,858.6
54.0,163.32925,-29.5385615231853,nan,986.8
55.0,199.35245,-40.332848957220676,nan,999.0
56.0,21.077122,6.67758855518286,nan,999.0
57.0,47.154045,4.273361308891492,nan,899.8
58.0,63.182686,2.8855761254983725,nan,999.0
59.0,13.063818,25.24149503420132,nan,999.0
60.0,52.37604,-35.303391669468795,nan,795.8
61.0,159.71228,-24.690834284560516,nan,999.0
62.0,141.83936,-20.845083096366903,nan,999.0
63.0,41.06818,6.884246386573335,nan,999.0
64.0,26.784977,-57.65915169582922,nan,822.2
65.0,25.384918,-62.23581226886462,nan,822.0
66.0,93.05247,6.534803163742116,nan,833.6
67.0,57.352245,52.055553581640496,nan,999.0
68.0,32.917683,-17.914041249892914,nan,966.0
69.0,34.915703,-21.092263777899895,nan,968.8
70.0,18.38261,17.162859902411995,nan,947.6
71.0,28.18166,16.027136807290926,nan,935.8
72.0,41.093605,28.605697075772667,nan,822.2
73.0,26.019463,33.16990249596404,nan,999.0
74.0,38.617332,56.06771226363385,nan,999.0
75.0,16.876398,19.332072671898253,nan,999.0
76.0,9.635786,-14.962572986268706,nan,999.0
77.0,12.237251,40.92861138629015,nan,999.0
78.0,14.948687,77.08182340966155,nan,999.0
79.0,15.485108,55.282373824019864,nan,999.0
80.0,21.275774,61.44066008723148,nan,999.0
81.0,12.796574,53.48419311382885,nan,999.0
82.0,30.935015,58.32488222588982,nan,999.0
83.0,15.046636,48.39173262078417,nan,914.8
84.0,39.69375,2.0205109032137045,nan,954.4
85.0,119.73476,80.18831836351471,nan,999.0
86.0,15.510803,79.12657455452165,nan,999.0
87.0,14.093675,24.16432945486455,nan,810.6
88.0,88.43279,105.06035957183994,nan,960.8
89.0,127.65678,55.74883058927801,nan,899.8
90.0,106.26357,47.26495545852046,nan,711.4
91.0,98.11079,74.68327857273654,nan,682.8
92.0,94.20702,40.05505871932509,nan,960.8
93.0,171.98386,89.88809662535648,nan,786.0
94.0,124.372375,62.01385475351689,nan,999.0
95.0,48.408665,82.11401164571274,nan,971.0
96.0,42.738598,57.23532933829184,nan,999.0
97.0,45.58562,80.15008896178172,nan,999.0
98.0,46.181847,73.11305456714388,nan,999.0
99.0,32.00591,66.80147353120314,nan,982.8
100.0,10.724713,65.73092934744913,nan,999.0
101.0,31.977854,73.93808961229529,nan,999.0
102.0,49.662125,66.60254169965083,nan,999.0
103.0,25.10978,77.89434747910664,nan,947.0
104.0,58.28722,106.0148361539533,nan,954.0
105.0,33.459316,61.93271476869529,nan,885.6
106.0,78.08927,80.34475218118506,nan,976.6
107.0,80.532875,78.99934547324028,nan,888.2
108.0,60.616016,95.0606388450307,nan,720.4
109.0,31.481628,82.75004291457569,nan,896.8
110.0,15.281493,93.282255200096,nan,906.6
111.0,46.59461,71.2814250198411,nan,999.0
112.0,21.173403,96.66450734680895,nan,894.6
113.0,52.630898,40.24201496538784,nan,874.6
114.0,79.345406,68.39413513937728,nan,821.8
115.0,56.07872,52.61048495042659,nan,821.4
116.0,151.90813,95.23085600205509,nan,999.0
117.0,76.76197,6.855258353146314,nan,858.6
118.0,43.86418,51.01913081881914,nan,881.2
119.0,119.54402,63.64244705644036,nan,999.0
120.0,23.062391,102.79591551621888,nan,865.2
121.0,72.26908,36.13665537039083,nan,900.4
122.0,25.581804,85.85820031704354,nan,875.6
123.0,23.777412,36.620692590301516,nan,999.0
124.0,33.140274,25.74837459255462,nan,942.8
125.0,11.641867,68.97129339426479,nan,999.0
126.0,31.335972,25.353123819870945,nan,999.0
127.0,19.809927,59.62903615462862,nan,999.0
128.0,12.714966,24.744331472173094,nan,868.2
129.0,43.544056,112.72131122644025,nan,999.0
130.0,33.104492,55.98593163264741,nan,822.0
131.0,94.995316,65.36624166211766,nan,963.2
132.0,19.202593,-20.094523669781548,nan,192.4
133.0,158.9402,-14.679867625495756,nan,207.6
134.0,173.19943,36.14569433807836,nan,365.4
135.0,143.04993,3.759269348475334,nan,363.8
136.0,225.56105,121.413692486468,nan,847.2
137.0,229.92053,37.41808794398735,nan,359.8
138.0,180.92871,115.54642661157462,nan,834.4
139.0,185.5669,-27.043011367906853,nan,200.6
140.0,255.46971,-13.341932405253555,nan,149.4
141.0,294.93744,-4.532507258261316,nan,131.2
142.0,225.0361,-12.189096170098306,nan,124.6
143.0,191.67563,-22.265266567713446,nan,116.0
144.0,197.5344,14.385826944339353,nan,322.4
145.0,264.9664,3.726923702606566,nan,217.0
146.0,257.1967,9.233021312481608,nan,335.0
147.0,974.0149,29.98376904058303,nan,492.8
148.0,398.89087,117.71188002289598,nan,684.6
149.0,384.41016,33.57391449362376,nan,329.2
150.0,548.77313,25.05840091065729,nan,494.8
151.0,234.4534,-1.9673589284470097,nan,551.0
152.0,130.25266,92.03559353927974,nan,566.2
153.0,136.64122,61.37851059529514,nan,952.2
154.0,165.1984,70.3741364969433,nan,999.0
155.0,57.696384,81.90387156874507,nan,999.0
156.0,104.07191,95.34217328146451,nan,999.0
157.0,133.65656,113.35345832451458,nan,999.0
158.0,76.16252,148.6525410120126,nan,999.0
159.0,71.94518,128.0604509665253,nan,999.0
160.0,97.21277,127.83772153781365,nan,999.0
161.0,155.33319,140.64677350266282,nan,999.0
162.0,152.42456,92.54225485850176,nan,685.4
163.0,198.29073,115.53835508152949,nan,855.4
164.0,193.57552,173.12402308558268,nan,846.0
165.0,173.41179,192.02752222785813,nan,587.0
166.0,35.443783,156.66272702687536,nan,868.6
167.0,146.17455,100.69081672390456,nan,462.4
168.0,196.93002,117.4621890321747,nan,757.8
169.0,102.38372,171.77614176570071,nan,861.4
170.0,269.23654,137.77915759719187,nan,736.0
171.0,135.8024,175.59833180997936,nan,715.6
172.0,128.58112,147.24172852613577,nan,999.0
173.0,105.01151,184.51193632310896,nan,838.0
174.0,100.85963,151.2569496860182,nan,844.0
175.0,155.3569,158.87255633902072,nan,873.4
